Product_Name,Rating,Rating_Count,Selling_Price,Discount,Product_Link
"HOPPUP AirDoze S40 Earbuds with 13MM Drivers, 40H Playtime, Rage Mode,ENC & Type-C Bluetooth",4.1,68425,3999,,https://www.flipkart.com/hoppup-airdoze-s40-earbuds-13mm-drivers-40h-playtime-rage-mode-enc-type-c-bluetooth/p/itm8fe199bc81de9?pid=ACCH2HTA46DDJFTH&lid=LSTACCH2HTA46DDJFTHHU7LJU&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_423&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH2HTA46DDJFTH.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, 60H Battery, Rubber Finish, v5.4 Bluetooth",4,49106,3999,,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_424&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH2WWTAHPTFBHJ.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",4.1,20406,3499,,https://www.flipkart.com/noise-buds-uno-40hrs-playtime-quad-mic-enc-premium-leather-accent-dual-pair-bluetooth/p/itmddb08d8dd3017?pid=ACCH756GKPYN4QKC&lid=LSTACCH756GKPYN4QKCFTFO3F&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_425&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH756GKPYN4QKC.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Buds Trance with 45 Hrs Playtime, Low Latency (up to 40ms), HyperSync, and IPX5 Bluetooth",4.1,43623,2499,,https://www.flipkart.com/noise-buds-trance-45-hrs-playtime-low-latency-up-40ms-hypersync-ipx5-bluetooth/p/itme58b41399883e?pid=ACCGP29X9W4PT4SH&lid=LSTACCGP29X9W4PT4SHTW5SM5&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_426&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCGP29X9W4PT4SH.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
BULLSTORM BS ultrapood Good Sound Bluetooth Gaming,3.7,481,2999,,https://www.flipkart.com/bullstorm-bs-ultrapood-good-sound-bluetooth-gaming/p/itm4147d285f6852?pid=ACCHBRYRBBHPETAP&lid=LSTACCHBRYRBBHPETAPUCN3KT&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_427&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfASPchrFjGxW2ArUNTTp4LnMTTJ0m_ly7ANcAsIr89IzE_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT W60 with 60Hrs Battery Life, 4 Mic ENC, Pocket Friendly, Ultra Low Latency, 5.4v Bluetooth",4.1,2201,1999,,https://www.flipkart.com/goboult-w60-60hrs-battery-life-4-mic-enc-pocket-friendly-ultra-low-latency-5-4v-bluetooth/p/itm4b17ed2622948?pid=ACCHGY6RVHEFSEDH&lid=LSTACCHGY6RVHEFSEDHSHOQZQ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_428&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfATjx87RJN9FewXMeBxAgCg5ag6AQU7NFciAPvMBEgSuyBhTy0lUJ14SzoMSv_CzLF0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes Prime 511, Volume Swipe Controls, 50H Battery, 4Mics ENx, App Support Bluetooth",4.2,2193,5990,,https://www.flipkart.com/boat-airdopes-prime-511-volume-swipe-controls-50h-battery-4mics-enx-app-support-bluetooth/p/itm1e2a593b80660?pid=ACCHDZQSKMAZHEZE&lid=LSTACCHDZQSKMAZHEZEZYM9RD&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_429&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCHDZQSKMAZHEZE.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Buds AURA with 70Hrs Playtime, 4-Mic ENC, 13mm Speakers, Rapid Charge, Game Mode Bluetooth",4,4903,2799,,https://www.flipkart.com/truke-buds-aura-70hrs-playtime-4-mic-enc-13mm-speakers-rapid-charge-game-mode-bluetooth/p/itm5821462555da3?pid=ACCH8Z4Y6RQGJHUC&lid=LSTACCH8Z4Y6RQGJHUCRIDLVC&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_430&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH8Z4Y6RQGJHUC.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods K6, 50Hrs PT, HD Call, Fast Charging, 50ms Latency, IPX4,Voice Asst.5.3v Bluetooth Gaming",3.9,47948,3999,,https://www.flipkart.com/mivi-duopods-k6-50hrs-pt-hd-call-fast-charging-50ms-latency-ipx4-voice-asst-5-3v-bluetooth-gaming/p/itm58a745e1ecbef?pid=ACCGQHP5W8CPP2P2&lid=LSTACCGQHP5W8CPP2P2YIQ78N&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_431&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfASU0zWY5sXXOWjXrt3IaPC7rt58JIZGePhbd2q2TemPV33Gaq_wzx4HJysDmGalzMk%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods Infinity [New Launch], 3D Sound, 70 H, AI-ENC, Game Mode & Voice Assist Bluetooth",3.9,7817,4499,,https://www.flipkart.com/mivi-duopods-infinity-new-launch-3d-sound-70-h-ai-enc-game-mode-voice-assist-bluetooth/p/itm52b5eeff44a51?pid=ACCHEYV9X8RJYNTG&lid=LSTACCHEYV9X8RJYNTGCI2Q58&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_432&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfAQmY7X7vGSJQxe6RI4nJWLrtVhDHATr0rOCao-U3XozRlF91k_NKRtsN7mkYTl-6AQ%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Nirvana Zenith Pro (2025),50dB Hybrid ANC,Spatial Audio,80Hr Battery,App Support Bluetooth",4.2,4442,14990,,https://www.flipkart.com/boat-nirvana-zenith-pro-2025-50db-hybrid-anc-spatial-audio-80hr-battery-app-support-bluetooth/p/itm302f118adb1c9?pid=ACCH9K5BUHCZ3KPD&lid=LSTACCH9K5BUHCZ3KPDO3XKDQ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_433&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH9K5BUHCZ3KPD.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes Prime 511, Volume Swipe Controls, 50H Battery, 4Mics ENx, App Support Bluetooth",4.2,2193,5990,,https://www.flipkart.com/boat-airdopes-prime-511-volume-swipe-controls-50h-battery-4mics-enx-app-support-bluetooth/p/itm9ad22fede0aae?pid=ACCHDZQS9Y8BHW9G&lid=LSTACCHDZQS9Y8BHW9G1NGPWG&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_434&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCHDZQS9Y8BHW9G.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Charging Dual Pairing Earbuds Bluetooth,3.5,108298,1299,,https://www.flipkart.com/aroma-nb121-pods-upto-40-hours-playtime-type-c-fast-charging-dual-pairing-earbuds-bluetooth/p/itm911b47c91c5dd?pid=ACCH77MF4NYVHZTE&lid=LSTACCH77MF4NYVHZTETGQDWP&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_435&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH77MF4NYVHZTE.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Raptor 30ms Low Latency, Rapid Pairing, 4 Mic ENC, Spaceship Design, 50H Battery Bluetooth",4.1,441,4999,,https://www.flipkart.com/triggr-raptor-30ms-low-latency-rapid-pairing-4-mic-enc-spaceship-design-50h-battery-bluetooth/p/itmafa15a3ef1faa?pid=ACCHG6ZDZRZZYJ45&lid=LSTACCHG6ZDZRZZYJ45HQPXR8&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_436&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCHG6ZDZRZZYJ45.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Aura Buds with Dual Device Pairing, 60 Hours of Playtime, and ENC with Quad Mic Bluetooth",4,8013,4499,,https://www.flipkart.com/noise-aura-buds-dual-device-pairing-60-hours-playtime-enc-quad-mic-bluetooth/p/itmf394a7055cd7b?pid=ACCGSQJXWD82QTM5&lid=LSTACCGSQJXWD82QTM5A6BML3&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_437&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfASVPaIeDTwHMh-E9H59u08xqQ3OdvAbbn-YzoxFeMrLKA1kFuKnWaINrJqv3pKVKuU%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm Speakers, ENC, 45ms Low Latency Bluetooth",3.8,30391,3999,,https://www.flipkart.com/number-navo-buds-x1-w-50h-playtime-dual-pairing-13mm-speakers-enc-45ms-low-latency-bluetooth/p/itm7841333c66bc4?pid=ACCH7KXFJZT6WAHD&lid=LSTACCH7KXFJZT6WAHDFNQEOK&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_438&otracker=search&otracker1=search&fm=Search&iid=en_FgrNGl8Kzo9ssmPSbe4nO7FPAITkH_1lqDba8StxfASz7p_vlkO0hlbjzA5ezsFbTjqa4GHg4Wc8Zjp6aiUyXK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT W60 with 60Hrs Battery Life, 4 Mic ENC, Pocket Friendly, Ultra Low Latency, 5.4v Bluetooth",4.1,2201,1999,,https://www.flipkart.com/goboult-w60-60hrs-battery-life-4-mic-enc-pocket-friendly-ultra-low-latency-5-4v-bluetooth/p/itm7616ee6528c54?pid=ACCHGY6RBRCZVTNR&lid=LSTACCHGY6RBRCZVTNRNOQWLX&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_439&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCHGY6RBRCZVTNR.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes 301,75H Battery, 4Mics ENx, ASAP Charge, Stream Ad Free Music via App Bluetooth",3.9,12665,4990,,https://www.flipkart.com/boat-airdopes-301-75h-battery-4mics-enx-asap-charge-stream-ad-free-music-via-app-bluetooth/p/itm35e9b852742fc?pid=ACCH5Y3EYFRVA8K8&lid=LSTACCH5Y3EYFRVA8K89YMGMP&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_11_440&otracker=search&otracker1=search&fm=Search&iid=e5a2f05b-b6d6-4f89-9c8c-7117b5a6fd4c.ACCH5Y3EYFRVA8K8.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip Design, 40H Battery, 13 mm Drivers Bluetooth",4,14466,1999,,https://www.flipkart.com/triggr-ultrabuds-n4-premium-finish-rubber-grip-design-40h-battery-13-mm-drivers-bluetooth/p/itm7e9c19baabbfb?pid=ACCH85X8AVWF7E6V&lid=LSTACCH85X8AVWF7E6V5T3OQC&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_441&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdbtBMC_lSEDIsTATye4Gn5JibeqQq0s5iJ0WDMO5vXXO00Lqp3nUBlQeeazI_xhu1k%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Mega 8 earbuds w/ 24-bit Spatial Audio, 70H Playtime, 13mm Drivers, Quad-Mic ENC Bluetooth",4.2,1460,3999,,https://www.flipkart.com/truke-mega-8-earbuds-w-24-bit-spatial-audio-70h-playtime-13mm-drivers-quad-mic-enc-bluetooth/p/itm65f0b5b685dae?pid=ACCHEJT7FZQG69CH&lid=LSTACCHEJT7FZQG69CHGDYKNZ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_442&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdaqibZPbl_QRn8-c_sThcYaz2x1X53GDcJ9oHfxV855vYQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
spellcell Latest Black Earbuds With Premium Quality Sound Calling Music Bluetooth,3.6,9522,949,,https://www.flipkart.com/spellcell-latest-black-earbuds-premium-quality-sound-calling-music-bluetooth/p/itm82ef6a458a4d9?pid=ACCHENZPKXSFYXR9&lid=LSTACCHENZPKXSFYXR9OBVEN5&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_443&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCHENZPKXSFYXR9.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Nirvana Crown, SONIC A.R.C,LEDs, Haptic Feedback, 50dB Hybrid ANC, Spatial Audio Bluetooth",4,413,9990,,https://www.flipkart.com/boat-nirvana-crown-sonic-a-r-c-leds-haptic-feedback-50db-hybrid-anc-spatial-audio-bluetooth/p/itm90eed9994ee3f?pid=ACCHHXYRN7CNMCJQ&lid=LSTACCHHXYRN7CNMCJQPDTEZO&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_444&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCHHXYRN7CNMCJQ.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip Design, 40H Battery, 13 mm Drivers Bluetooth",4,14466,1999,,https://www.flipkart.com/triggr-ultrabuds-n4-premium-finish-rubber-grip-design-40h-battery-13-mm-drivers-bluetooth/p/itm6ddbe8be451d0?pid=ACCH85X8G2KQGJPJ&lid=LSTACCH85X8G2KQGJPJTVYGFR&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_445&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCH85X8G2KQGJPJ.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Rizz with 40H Playback, Spherical Design, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",4,18413,1999,,https://www.flipkart.com/triggr-rizz-40h-playback-spherical-design-13mm-drivers-rich-bass-fast-charging-bluetooth/p/itm6e28bd91b98f1?pid=ACCH85X8CE5VZNGP&lid=LSTACCH85X8CE5VZNGPDRVVSR&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_446&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCH85X8CE5VZNGP.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Buds Lite with 60H Playtime, Deep Bass, 13mm Speakers, Quad-Mic ENC, Low Latency Bluetooth",4,4028,2499,,https://www.flipkart.com/truke-buds-lite-60h-playtime-deep-bass-13mm-speakers-quad-mic-enc-low-latency-bluetooth/p/itm9535fee4e4b62?pid=ACCHEJT7PVCRQZGZ&lid=LSTACCHEJT7PVCRQZGZVDPWWG&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_447&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdZVOcmi1j7ub2B0rLkYBp1gZKy9MFD8p_iVF6LCxlvafEKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods K2, 40Hrs PT, HD Call, Fast Charging, 50ms Latency,IPX4, Voice Asst.5.3v Bluetooth",3.9,121429,2999,,https://www.flipkart.com/mivi-duopods-k2-40hrs-pt-hd-call-fast-charging-50ms-latency-ipx4-voice-asst-5-3v-bluetooth/p/itmabd533764a913?pid=ACCGPFCNAYFWRE9E&lid=LSTACCGPFCNAYFWRE9E2AVNRA&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_448&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdbTyQ8-mm8VpP5IvTsaJKLz5EW2V0CQMk0OZ2vwSgw76_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Rizz with 40H Playback, Spherical Design, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",4,18413,1999,,https://www.flipkart.com/triggr-rizz-40h-playback-spherical-design-13mm-drivers-rich-bass-fast-charging-bluetooth/p/itm3d18da1bd230d?pid=ACCH85X8SPHZKZTK&lid=LSTACCH85X8SPHZKZTKHRSNWA&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_449&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCH85X8SPHZKZTK.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Airbuds Lite with Quad Mic ENC, 48Hrs Battery, Gaming Mode,Made in India, 5.1v Bluetooth",3.9,81371,2999,,https://www.flipkart.com/truke-airbuds-lite-quad-mic-enc-48hrs-battery-gaming-mode-made-india-5-1v-bluetooth/p/itm95e72a6e640fe?pid=ACCG92R6QZWS9SYH&lid=LSTACCG92R6QZWS9SYHR9KG4B&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_450&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCG92R6QZWS9SYH.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"HOPPUP Predator Xo3 Gaming Earbuds with 35MS Low Latency, 13MM DRIVERS & 50H PlayTime Bluetooth",4,9559,4999,,https://www.flipkart.com/hoppup-predator-xo3-gaming-earbuds-35ms-low-latency-13mm-drivers-50h-playtime-bluetooth/p/itm5c79343528d83?pid=ACCGX7GBAHQ5YEMB&lid=LSTACCGX7GBAHQ5YEMBHL72GF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_451&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdbgP0z6RNBQEcSTa3mKHlK6CKL46kUL7Q1EJeMvA0SnyfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Kratos Star Buds, Wireless earbuds with long playtime, clear calls, voice assistant Bluetooth",4.3,91,1999,,https://www.flipkart.com/kratos-star-buds-wireless-earbuds-long-playtime-clear-calls-voice-assistant-bluetooth/p/itm6a3f904a647a8?pid=ACCHG2NNZGUEN6YA&lid=LSTACCHG2NNZGUEN6YA8C7076&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_452&otracker=search&otracker1=search&fm=Search&iid=en_mB-jcQmhG6j2Cn1HcWf93AexuKAjTMl_RMUz9J6BhdZ4a0l0Jr_lKdpIlmbTvIgDFnDVNSxWgyZrq4oJ3945nw%3D%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Klarity 1 with 80Hr Battery Life, Dual Pairing, 4 Mic ENC, 5.4v Bluetooth Gaming",3.8,13272,3499,,https://www.flipkart.com/goboult-klarity-1-80hr-battery-life-dual-pairing-4-mic-enc-5-4v-bluetooth-gaming/p/itm80704efc44e2a?pid=ACCH6KAVQJGCGRZH&lid=LSTACCH6KAVQJGCGRZHASYZHF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_453&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCH6KAVQJGCGRZH.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"JBL Tune Beam 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,Dual Connect,Personi-Fi 3.0 Bluetooth",4.1,1050,11999,,https://www.flipkart.com/jbl-tune-beam-2-tws-anc-earbuds-48hr-playtime-6-mics-dual-connect-personi-fi-3-0-bluetooth/p/itm3eff5d092e382?pid=ACCH5XTG2JBACFM6&lid=LSTACCH5XTG2JBACFM61EXXPV&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_454&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCH5XTG2JBACFM6.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Buds N2 Pro (New Launch) with 70H Playtime, 32dB ANC, Instacharge & BTv6.0 Bluetooth",4.1,1176,4999,,https://www.flipkart.com/noise-buds-n2-pro-new-launch-70h-playtime-32db-anc-instacharge-btv6-0-bluetooth/p/itm649794bdb9e00?pid=ACCHHDYPEP4HHCPR&lid=LSTACCHHDYPEP4HHCPRJGRZ95&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_455&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCHHDYPEP4HHCPR.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Portronics Harmonics Twins S3 Smart TWS Earbuds,20 Hours Playtime, Booming Bass Bluetooth",4,10266,1999,,https://www.flipkart.com/portronics-harmonics-twins-s3-smart-tws-earbuds-20-hours-playtime-booming-bass-bluetooth/p/itm6251eac2ef48f?pid=ACCGHYF4NZYNGMB5&lid=LSTACCGHYF4NZYNGMB5UK9BXG&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_12_456&otracker=search&otracker1=search&fm=Search&iid=6e65252e-336d-43c7-a259-aa674d8f181e.ACCGHYF4NZYNGMB5.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
